source,relationship,target,source_paper_title
AI,creates,images and videos,"Artificial Intelligence in E-Commerce – Overview of Applications, Benefits and Challenges"
AI,manages,advertising campaigns,"Artificial Intelligence in E-Commerce – Overview of Applications, Benefits and Challenges"
LMMs,implements,online shop searches,"Artificial Intelligence in E-Commerce – Overview of Applications, Benefits and Challenges"
online retailers,believe,AI-based searches will become standard,"Artificial Intelligence in E-Commerce – Overview of Applications, Benefits and Challenges"
AI,has potential for,sales and customer service,"Artificial Intelligence in E-Commerce – Overview of Applications, Benefits and Challenges"
chatbot services,plan to implement,20% of retailers,"Artificial Intelligence in E-Commerce – Overview of Applications, Benefits and Challenges"
Machine Learning,improves,Customer Segmentation,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
Deep Learning,solves,digital marketing problems,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
Generative Models,facilitates,live optimization,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
Machine Learning,enhances,accurate customer segmentation,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
AI,requires,data privacy protection,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
ML and DL approaches,facilitates,personalized content delivery,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
Generative Models,results in,better customer retention,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
AI marketing innovations,produces,data-based decisions,A Review of Machine Learning and Deep Learning Techniques in Digital Marketing Optimization
GenAI,requires,human supervision,Shift or Shimmer? The Promises of Generative AI for Automated Content Analysis in Marketing
Chat GPT,performs,classical methods,Shift or Shimmer? The Promises of Generative AI for Automated Content Analysis in Marketing
GenAI,reduces,validity,Shift or Shimmer? The Promises of Generative AI for Automated Content Analysis in Marketing
GenAI,intervenes,stages of ACA,Shift or Shimmer? The Promises of Generative AI for Automated Content Analysis in Marketing
GAI,augments,marketing automation,From ideation to execution: Unleashing the power of generative AI in modern digital marketing and customer engagement- A systematic literature review and case study
GAI,facilitates,customer engagement,From ideation to execution: Unleashing the power of generative AI in modern digital marketing and customer engagement- A systematic literature review and case study
GAI,amplifies,brand engagement,From ideation to execution: Unleashing the power of generative AI in modern digital marketing and customer engagement- A systematic literature review and case study
GAI,requires,data privacy,From ideation to execution: Unleashing the power of generative AI in modern digital marketing and customer engagement- A systematic literature review and case study
GAI,threatens,worker resistance,From ideation to execution: Unleashing the power of generative AI in modern digital marketing and customer engagement- A systematic literature review and case study
GAI,improves,campaign performance,From ideation to execution: Unleashing the power of generative AI in modern digital marketing and customer engagement- A systematic literature review and case study
AI,augments,content,"Blockchain-Enhanced AI Short Video Generator: Architecture, Implementation, and Applications"
Blockchain,enhances,security,"Blockchain-Enhanced AI Short Video Generator: Architecture, Implementation, and Applications"
AI,automates,video generation,"Blockchain-Enhanced AI Short Video Generator: Architecture, Implementation, and Applications"
Blockchain,protects,ownership,"Blockchain-Enhanced AI Short Video Generator: Architecture, Implementation, and Applications"
Generative AI,augments,marketing,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
GPT-based models,represents,evolutionary leap,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
AI,fosters,innovation,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
AI,improves,productivity,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
AI,provides,tailored experiences,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
Generative AI,automates,repetitive tasks,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
AI,empowers,marketers,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
AI,optimizes,campaigns,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
AI,identifies,untapped demographics,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
AI,makes,data-driven decisions,AI-enabled metamorphosis: A conceptual framework for revolutionizing marketing mix modeling strategies
GenAI,augments,marketing efficiency,STRATEGIC MANAGEMENT OF OMNICHANNEL MARKETING WITH THE USE OF GENERATIVE ARTIFICIAL INTELLIGENCE
GenAI,enhances,effectiveness of marketing strategies,STRATEGIC MANAGEMENT OF OMNICHANNEL MARKETING WITH THE USE OF GENERATIVE ARTIFICIAL INTELLIGENCE
GenAI,automates,communication,STRATEGIC MANAGEMENT OF OMNICHANNEL MARKETING WITH THE USE OF GENERATIVE ARTIFICIAL INTELLIGENCE
GenAI,integrates,data,STRATEGIC MANAGEMENT OF OMNICHANNEL MARKETING WITH THE USE OF GENERATIVE ARTIFICIAL INTELLIGENCE
GenAI,increases,omnichannel marketing efficiency (OM_EFF),STRATEGIC MANAGEMENT OF OMNICHANNEL MARKETING WITH THE USE OF GENERATIVE ARTIFICIAL INTELLIGENCE
Bosideng,achieves,highest OM_EFF,STRATEGIC MANAGEMENT OF OMNICHANNEL MARKETING WITH THE USE OF GENERATIVE ARTIFICIAL INTELLIGENCE
Companies,use,AI-generated images,Customer reactions to generative AI vs. real images in high-involvement and hedonic services
Consumers,prefer,Real images,Customer reactions to generative AI vs. real images in high-involvement and hedonic services
Generative AI images,strengthen,Negative influence,Customer reactions to generative AI vs. real images in high-involvement and hedonic services
Hedonic services,exacerbate,Negative influence,Customer reactions to generative AI vs. real images in high-involvement and hedonic services
Highly involved customers,exacerbate,Negative influence,Customer reactions to generative AI vs. real images in high-involvement and hedonic services
Companies,impede,Customer experience,Customer reactions to generative AI vs. real images in high-involvement and hedonic services
AI-generated images,perceive,Impersonal companies,Customer reactions to generative AI vs. real images in high-involvement and hedonic services
AI,augments,marketing,"Co-Creation in Modern Business Education in Macau: Digital Technology and AI-Based Innovative Practices in Agentic Marketing, E-Commerce and Decision Analysis"
human,collaborates,AI,"Co-Creation in Modern Business Education in Macau: Digital Technology and AI-Based Innovative Practices in Agentic Marketing, E-Commerce and Decision Analysis"
agentic AI,automates,personalized responses,"Co-Creation in Modern Business Education in Macau: Digital Technology and AI-Based Innovative Practices in Agentic Marketing, E-Commerce and Decision Analysis"
students,designs,narrative content marketing,"Co-Creation in Modern Business Education in Macau: Digital Technology and AI-Based Innovative Practices in Agentic Marketing, E-Commerce and Decision Analysis"
agentic AI,analyzes,customer comments,"Co-Creation in Modern Business Education in Macau: Digital Technology and AI-Based Innovative Practices in Agentic Marketing, E-Commerce and Decision Analysis"
Generative AI,requires,technical proficiency,"Narrative AI Strategies for Media, Ethics and Higher Education Impulse Perspectives from Practice Based Media Education"
Generative AI,requires,narrative design capability,"Narrative AI Strategies for Media, Ethics and Higher Education Impulse Perspectives from Practice Based Media Education"
Generative AI,requires,ethical reflexivity,"Narrative AI Strategies for Media, Ethics and Higher Education Impulse Perspectives from Practice Based Media Education"
